node	genename	degree	SFS0	SFS4	SFS0_theta_pi	SFS4_theta_pi	differences_0	total_0	differences_2	total_2	differences_4	total_4	JC_distance_0	JC_distance_2	JC_distance_4
369	Cre17.g697450	21	"[993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[238,4,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"	0.00011178180192264699	0.01036827046749088	47	1036	13	280	51	274	0.04679686216890794	0.04792785148461013	0.21393895319886685
370	Cre12.g540250	6	"[121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[22,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.06234288587229764	35	149	11	39	17	36	0.28178313526977883	0.35378587023702374	0.7449388297577126
371	Cre14.g622850	65	"[675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[144,15,7,8,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0]"	0.0	0.05214471945426622	14	669	24	150	52	178	0.021224256129920214	0.17996300222294326	0.3701238431951155
372	Cre08.g362900	6	"[506,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[139,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.002089464765763355	0.013376906318082788	23	522	8	115	32	156	0.04540860285109985	0.07300591986840496	0.23964200873057964
373	Cre10.g448700	4	"[1112,5,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[312,17,16,4,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0]"	0.0030999397394891764	0.02837112498630737	76	1219	22	242	103	400	0.06509075376236453	0.09690879861000468	0.3154340594386593
374	Cre09.g403100	1	"[583,9,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[210,6,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0085428807538341	0.018571305174052002	309	713	58	95	174	273	0.6467783667490652	1.2616479500373965	1.4219247963604889
375	Cre09.g398850	2	"[1048,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[339,4,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0]"	0.001011737395179661	0.011172560192168035	67	871	30	181	76	294	0.08116018848017453	0.1873028556657431	0.3169636405008104
376	Cre17.g731950	4	"[306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[101,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.000681271422792787	0.011752713317742998	0	123	0	19	4	44	-0.0	-0.0	0.09690879861000468
377	Cre16.g666150	7	"[1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[256,1,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.01580333625987709	6	1060	38	298	83	270	0.005681845356343242	0.13976739900460028	0.39556763638127135
378	Cre12.g512700	32	"[684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[204,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0006201994179667001	0.007026910920862868	42	692	31	175	69	220	0.06329054420816053	0.2020776264637909	0.4061979618245583
379	Cre16.g677050	7	"[3080,14,4,3,4,1,6,6,4,2,0,0,0,0,0,0,0,0,0]"	"[966,15,15,8,9,8,3,11,5,2,0,0,0,0,0,0,0,0,0]"	0.0045316462052170416	0.023484249745963647	148	1406	45	318	136	456	0.11342322729294264	0.15681884839391952	0.3802009262047681
380	Cre01.g020650	31	"[1928,4,6,6,3,2,3,6,0,1,0,0,0,0,0,0,0,0,0]"	"[648,4,11,12,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0]"	0.005294818284639022	0.017900338655055633	60	740	13	103	80	280	0.08580776338330816	0.13819889400189425	0.35967981019641465
381	Cre12.g498750	8	"[1047,5,0,4,10,1,0,1,3,0,0,0,0,0,0,0,0,0,0]"	"[332,3,0,3,2,4,0,3,2,0,0,0,0,0,0,0,0,0,0]"	0.00736590932669364	0.017772534037492745	160	1074	52	247	131	367	0.16607849424774893	0.24710940084768174	0.4845989026609352
382	Cre05.g232950	5	"[790,4,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0]"	"[185,4,4,3,1,4,6,1,1,2,0,0,0,0,0,0,0,0,0]"	0.003944387397519273	0.04330452560170987	11	533	8	137	39	138	0.020927166165464764	0.06079275706035621	0.3546797916777726
383	Cre03.g195650	22	"[336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[98,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0008727526618956188	0.020236299648064355	4	336	5	62	15	106	0.012000256009830807	0.08531916401749352	0.15681884839391952
384	g6692	7	"[3805,71,13,22,21,11,36,30,12,12,0,0,0,0,0,0,0,0,0]"	"[1297,42,18,14,9,5,17,29,7,8,0,0,0,0,0,0,0,0,0]"	0.01837455372263791	0.03351142208842966	560	3281	135	491	505	1216	0.193663227300581	0.34248841171146494	0.6051201034738023
385	Cre17.g731700	18	"[1978,13,3,0,2,3,5,2,4,0,0,0,0,0,0,0,0,0,0]"	"[589,20,1,1,6,19,9,9,8,1,0,0,0,0,0,0,0,0,0]"	0.004741000877963125	0.03992547245142402	340	1372	77	284	201	456	0.3008260986152933	0.33647795998002994	0.6645381350133275
386	Cre01.g014450	6	"[3636,46,7,20,33,6,3,10,3,10,0,0,0,0,0,0,0,0,0]"	"[1218,10,6,15,24,6,0,0,3,3,0,0,0,0,0,0,0,0,0]"	0.010702744266758109	0.01655095241728339	518	3809	191	780	537	1316	0.15005101232889279	0.29644570345044197	0.589066842501837
387	g201	2	"[1174,5,1,7,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0]"	"[355,14,8,7,3,2,10,5,3,1,0,0,0,0,0,0,0,0,0]"	0.0058916354065992865	0.04057734204793029	384	806	88	144	277	351	0.7563779813759601	1.2647992151776717	
388	g7103	7	"[983,17,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0]"	"[319,7,3,3,0,7,2,0,3,5,0,0,0,0,0,0,0,0,0]"	0.003995634038903832	0.02985186433694777	117	951	27	193	103	325	0.1343789609182938	0.15483328766743312	0.41186838214361743
389	Cre03.g202500	92	"[910,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[266,5,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0]"	0.0017391180390731358	0.015127370147116561	71	913	51	238	77	302	0.08209959677584291	0.25235417746590966	0.3115864140692607
390	Cre01.g009800	2	"[859,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[246,12,5,6,11,3,4,0,1,0,0,0,0,0,0,0,0,0,0]"	0.0013736056393304052	0.04114469862018882	49	878	22	170	70	303	0.05799417919650714	0.1420540587617698	0.27616037810777877
391	g4399	23	"[237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[59,5,4,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0]"	0.0025599128540305014	0.06697224344283169	357	594	103	145	120	176	1.2121460211727353	2.20488886136965	1.7984214545987776
392	g7506	4	"[2370,35,26,46,12,14,16,11,5,1,0,0,0,0,0,0,0,0,0]"	"[842,7,14,28,6,10,4,9,5,0,0,0,0,0,0,0,0,0,0]"	0.019481557081297292	0.02963434022257552	2105	3797	406	644	913	1367	1.0079437300779786	1.377158423849167	1.6589724282373541
393	Cre16.g648300	112	"[1136,5,5,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0]"	"[340,10,14,3,5,2,10,2,3,0,0,0,0,0,0,0,0,0,0]"	0.0037785947712418297	0.03825797671253591	71	672	25	101	75	252	0.11387890505165903	0.30039511985068634	0.3791614249988601
394	Cre12.g527700	4	"[6381,38,33,30,6,11,7,0,3,5,0,0,0,0,0,0,0,0,0]"	"[2274,44,34,15,8,10,7,1,1,5,0,0,0,0,0,0,0,0,0]"	0.005269695637952244	0.0127367884766801	523	4241	196	721	614	1602	0.13472783839057142	0.3376031611198176	0.5365873568686571
395	Cre06.g255300	2	"[415,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0]"	"[149,3,0,2,2,5,0,0,0,6,0,0,0,0,0,0,0,0,0]"	0.004692872409627358	0.04164220578450941	24	339	9	63	41	132	0.07436426984493984	0.1584818202504052	0.4010076296911279
396	Cre04.g225650	5	"[260,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"	"[80,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]"	0.006191950464396284	0.014439884480924153	13	267	9	54	14	83	0.05034147266335484	0.18848582121067953	0.19107203066986658
397	Cre12.g502300	5	"[286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[65,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.00038714672861014324	0.00877963125548727	16	286	4	78	19	67	0.05814047868061994	0.05311953942645929	0.35624337806758105
398	Cre09.g396350	2	"[1224,17,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"	"[387,15,4,1,4,7,6,1,0,0,0,0,0,0,0,0,0,0,0]"	0.0039184338803467025	0.02485198000768935	104	778	26	155	82	278	0.14722541805233835	0.18986958544085653	0.3747725498034609
399	g15191	51	"[79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.0	46	347	12	65	20	119	0.14587436251289185	0.21192522883875786	0.1902887066942254
400	Cre07.g315950	32	"[1198,2,4,5,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[374,7,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.004509588923288614	0.010631362519432325	82	1184	32	242	105	379	0.07266600036415638	0.14546944565562325	0.3458044898631869
401	g17882	2	"[168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[38,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0]"	0.0012375758982093822	0.03660130718954248	226	391	64	100	75	110	1.104456351788727	1.4396946305534553	1.7984214545987776
402	Cre01.g004157	5	"[4832,22,2,1,11,15,3,1,38,7,0,0,0,0,0,0,0,0,0]"	"[1340,32,1,7,26,29,8,0,35,13,0,0,0,0,0,0,0,0,0]"	0.007916819066096294	0.0379663602530214	2956	4665	780	1041	1282	1639	1.397634174053446	5.210952801461271	
403	g5204	3	"[891,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"	"[244,22,5,5,2,4,2,3,2,1,0,0,0,0,0,0,0,0,0]"	0.001007777412641034	0.039373450529637144	549	1591	130	373	295	539	0.4622618297651485	0.46869683264735695	0.9812959983611373
404	Cre02.g108450	4	"[276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[69,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.018064633260711695	6	253	2	60	18	64	0.02409845863709497	0.034096780557567964	0.35250272193430165
405	Cre06.g298750	85	"[1011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[290,5,3,2,2,3,1,1,0,2,0,0,0,0,0,0,0,0,0]"	0.0003161514688139158	0.01880406963216786	40	1014	34	199	104	316	0.04052302219482808	0.1938893027969652	0.433283259685033
406	Cre02.g118000	182	"[1736,35,3,11,6,14,3,10,8,2,0,0,0,0,0,0,0,0,0]"	"[571,21,7,6,4,11,7,5,4,1,0,0,0,0,0,0,0,0,0]"	0.01508845697286938	0.03160238454356102	345	1856	101	370	240	657	0.21360947251787105	0.33937504260985335	0.5007008160991866
407	g6503	15	"[1979,13,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0]"	"[572,13,3,3,2,2,5,2,6,3,0,0,0,0,0,0,0,0,0]"	0.0022799057987346197	0.020656162082945562	69	2031	67	450	148	574	0.03476692975329965	0.16597005901953624	0.31595157996096745
408	Cre06.g309200	6	"[1100,8,4,3,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0]"	"[361,7,6,5,1,3,3,8,2,7,0,0,0,0,0,0,0,0,0]"	0.006030051403716884	0.038047973531844505	73	529	34	109	64	161	0.15250105979457826	0.4032650571379678	0.5662999771283774
409	g11986	24	"[1876,10,4,16,5,3,1,5,4,1,0,0,0,0,0,0,0,0,0]"	"[569,18,11,12,16,3,9,3,8,3,0,0,0,0,0,0,0,0,0]"	0.007982344452932687	0.04060908617025542	235	1654	78	367	175	539	0.15752219543936172	0.24990586190760422	0.42541529049048143
410	Cre17.g740350	5	"[3238,75,50,38,22,16,16,4,8,5,0,0,0,0,0,0,0,0,0]"	"[1054,81,53,45,29,20,11,13,14,4,0,0,0,0,0,0,0,0,0]"	0.017623716153127918	0.0555802381375511	542	3306	127	497	513	1282	0.18499383352626486	0.3124448959631788	0.5719394126474877
411	g3557	1	"[802,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"	"[217,4,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0]"	0.0010879714204522389	0.013618957127638135	27	756	19	183	53	209	0.03659262312707404	0.1117522897631982	0.30950101530166685
412	Cre12.g522350	5	"[789,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[182,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0]"	0.0006031911289589582	0.015445476436188509	7	774	13	188	25	187	0.009098898426390603	0.07254721984391335	0.14724214689453582
413	Cre09.g412300	4	"[303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[70,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0017572056144862316	0.023088023088023088	3	255	4	60	16	71	0.011857954519981652	0.06981781729950898	0.2680093948229745
414	Cre06.g291450	13	"[1670,16,3,11,12,0,0,4,0,2,0,0,0,0,0,0,0,0,0]"	"[546,29,3,10,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0]"	0.007627808593363616	0.023678004974642248	434	1851	117	338	300	647	0.281155161372283	0.46427940630466746	0.7222184684046925
415	g9951	166	"[18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.005847953216374269	0.0	28	72	8	10	21	26	0.5481656314070942		
416	Cre02.g147100	1	"[298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[65,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0]"	0.0	0.028169014084507043	15	252	10	67	18	61	0.06201878688383496	0.16642540730595956	0.3749669636468151
417	Cre12.g498550	20	"[640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[183,3,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0004588418830870882	0.016609392898052692	12	567	4	122	28	169	0.021468370931128185	0.0335251341884302	0.187218929017546
418	Cre11.g468200	3	"[426,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0]"	"[151,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.004538852578068265	0.013316993464052287	45	420	8	66	65	155	0.11561300987044366	0.13220943175349403	0.6142705698367111
419	Cre09.g407000	1	"[540,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[88,4,1,6,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0]"	0.004785885210186078	0.052472561351584665	579	857	152	236	167	200	1.7330899965805975	1.467955430779221	
420	Cre16.g668650	48	"[1221,33,32,13,17,2,5,4,3,1,0,0,0,0,0,0,0,0,0]"	"[396,18,13,4,6,3,2,4,2,1,0,0,0,0,0,0,0,0,0]"	0.020825660592311054	0.03094749406815436	320	1179	84	273	168	388	0.33693180929095856	0.39605057265037263	0.6458541838493064
421	Cre07.g330400	8	"[2145,16,7,8,11,3,4,2,2,2,0,0,0,0,0,0,0,0,0]"	"[674,13,9,6,5,0,4,3,7,2,0,0,0,0,0,0,0,0,0]"	0.007222222222222223	0.02079208815845379	216	1906	88	427	197	593	0.1228619899467828	0.2409656723121719	0.4388191150018854
422	Cre12.g494050	39	"[369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.0011111111111111111	1	370	3	95	7	100	0.0027075841680747554	0.03226303881276811	0.07348530627015284
423	Cre15.g641450	5	"[1103,7,4,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0]"	"[358,13,7,5,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0]"	0.005215965389714605	0.025614296351451973	465	1672	95	266	314	635	0.3474955502602439	0.4849703736937894	0.8076034281425335
424	g15309	9	"[243,10,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0]"	"[74,6,6,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0]"	0.01943388255175327	0.04503339797457445	164	316	19	52	85	120	0.8832005249900551	0.5008720294317417	2.167778818422125
425	Cre16.g694250	52	"[936,23,13,4,7,0,2,7,2,0,0,0,0,0,0,0,0,0,0]"	"[291,17,6,1,3,2,7,1,6,1,0,0,0,0,0,0,0,0,0]"	0.014610539051301271	0.03835723344063993	385	1293	93	261	180	450	0.379390425641841	0.48340461112092636	0.5716050390351726
426	Cre10.g448450	259	"[1344,11,0,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0]"	"[320,26,2,1,2,1,0,6,2,1,0,0,0,0,0,0,0,0,0]"	0.003689647902171621	0.025908424311552877	65	1280	48	271	112	338	0.052582174640269944	0.2020500207107489	0.43729807946095917
427	Cre10.g437100	43	"[641,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[193,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0014670470871527145	0.008915540326162827	18	501	14	129	44	155	0.03681720764739272	0.11722973823953914	0.35670803810619306
428	Cre17.g713082	1	"[675,3,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0]"	"[178,7,0,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0]"	0.0042712991629400305	0.02737761771375217	29	384	20	103	31	98	0.07959931382730612	0.22471445500762938	0.41083599771631496
429	Cre17.g724800	45	"[2052,10,3,15,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0]"	"[726,9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0]"	0.00395918559270231	0.0033873720891153033	95	656	34	138	85	233	0.16090682685383828	0.29868364510100803	0.4997462653091485
430	g10289	8	"[856,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0]"	"[226,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0]"	0.0020799647772388086	0.00948133187466689	39	865	37	229	53	236	0.04649879803805152	0.18196404098501412	0.26690112522659426
431	Cre03.g169750	2	"[1167,7,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0]"	"[345,12,6,7,2,4,3,1,6,2,0,0,0,0,0,0,0,0,0]"	0.002370665780436468	0.033993666195000334	81	1206	44	247	92	405	0.07036406641324114	0.20338117061223449	0.2705989958419459
432	Cre08.g374750	4	"[1956,26,15,12,9,3,14,12,12,2,0,0,0,0,0,0,0,0,0]"	"[612,22,21,13,14,10,17,10,12,1,0,0,0,0,0,0,0,0,0]"	0.016538072450393713	0.05446623093681916	66	522	10	73	75	201	0.13846729033667537	0.15126444298180935	0.5161382934133621
433	Cre01.g011950	1	"[3752,32,78,8,36,9,22,14,11,12,0,0,0,0,0,0,0,0,0]"	"[1191,18,33,9,20,6,18,6,7,7,0,0,0,0,0,0,0,0,0]"	0.01729378213288335	0.0306270036531723	1018	3479	271	707	558	1158	0.37090721462140863	0.5366668097513664	0.7714377632307194
434	Cre14.g621650	6	"[657,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"	"[156,16,4,4,4,3,4,2,1,1,0,0,0,0,0,0,0,0,0]"	0.0008827000704176459	0.05369532428355958	55	535	12	110	47	163	0.11056771270700805	0.11788918764180928	0.36393916854449715
435	Cre16.g684050	14	"[1066,8,7,2,9,8,4,0,5,1,0,0,0,0,0,0,0,0,0]"	"[313,12,8,3,4,6,5,3,7,2,0,0,0,0,0,0,0,0,0]"	0.013207324972030855	0.04540953204054809	172	1177	62	242	170	407	0.16254096320803996	0.31345446175000496	0.6105046464481674
436	Cre16.g692250	21	"[2871,7,30,11,2,8,2,5,3,0,0,0,0,0,0,0,0,0,0]"	"[862,13,40,9,3,6,1,6,6,2,0,0,0,0,0,0,0,0,0]"	0.006616006956258742	0.02509583298861035	385	2466	173	557	273	750	0.1750510837535404	0.4009844145486624	0.498176877799144
437	Cre17.g700250	13	"[1794,38,20,8,9,4,6,3,2,5,0,0,0,0,0,0,0,0,0]"	"[537,33,14,5,7,6,4,4,4,3,0,0,0,0,0,0,0,0,0]"	0.012587494853243928	0.03363311829323842	369	2058	114	443	260	709	0.20490752988243482	0.31518487715523236	0.5034681960592706
438	Cre16.g687117	7	"[1221,8,17,21,11,3,3,10,8,4,0,0,0,0,0,0,0,0,0]"	"[365,11,6,6,15,5,13,6,4,2,0,0,0,0,0,0,0,0,0]"	0.021949974476773864	0.05575933221633534	195	970	62	198	155	336	0.23402332609655047	0.4053304082286906	0.7160385817560304
439	Cre06.g277500	8	"[1511,23,12,14,5,1,9,3,3,0,0,0,0,0,0,0,0,0,0]"	"[506,27,9,14,9,7,12,6,2,3,0,0,0,0,0,0,0,0,0]"	0.011860616057513035	0.044653155379798984	334	1725	99	404	239	650	0.22397056734957904	0.29670960874886465	0.5053855836759138
440	Cre09.g408300	2	"[185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[31,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0]"	0.0	0.05591866376180102	52	232	7	50	25	54	0.26627569086095443	0.15496068702224935	0.7203464626404693
441	Cre12.g509750	87	"[931,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]"	"[312,8,2,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0]"	0.0010125132674152282	0.01787018936476907	19	935	8	181	53	329	0.020601222936343668	0.04555479729767323	0.18135525756010093
442	Cre12.g541850	2	"[190,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.007849875345327134	0.008330129437395873	12	194	8	52	16	51	0.06455595657843227	0.1721808312333752	0.40635116374522184
443	Cre17.g709500	19	"[2001,10,6,4,0,1,1,3,11,1,0,0,0,0,0,0,0,0,0]"	"[670,24,10,5,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0]"	0.006000372016650952	0.015680820311434727	293	2126	68	367	322	773	0.15228207151161913	0.21281548619053872	0.6079551399289289
444	Cre09.g410900	251	"[514,0,0,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0]"	"[137,5,0,4,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0]"	0.006698409127832139	0.037390713861302105	29	523	15	92	39	152	0.057606066872062274	0.18384184352473873	0.3140327511436387
445	Cre12.g527750	1	"[266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.0	0.0020576131687242796	0	267	8	84	17	53	-0.0	0.10185115586929633	0.418533521777536
446	Cre06.g281800	1	"[555,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[151,7,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0]"	0.0003989626969878316	0.01912666907253699	6	558	5	138	24	161	0.01083051311609577	0.03713629839553542	0.1661939704670932
447	Cre11.g477950	8	"[1131,3,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0]"	"[342,9,7,7,13,2,1,5,2,0,0,0,0,0,0,0,0,0,0]"	0.002575461007520346	0.03650360487837747	50	1009	17	180	82	352	0.051266963496096246	0.10094261547957348	0.2789568120521405
448	Cre13.g581800	9	"[1177,37,6,8,6,7,7,5,6,1,0,0,0,0,0,0,0,0,0]"	"[373,22,6,6,2,0,8,4,8,3,0,0,0,0,0,0,0,0,0]"	0.01775080402531383	0.041076615831517796	142	846	44	207	107	303	0.1900071199067241	0.24994259982542882	0.4773583680537884
449	Cre02.g104850	9	"[618,1,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0]"	"[186,3,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0]"	0.004829107863952375	0.01784944096081749	53	549	13	111	47	168	0.10334295148793907	0.12734086548502357	0.3501255408633424
450	g9965	6	"[658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[161,6,1,1,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0]"	0.0001686056314280897	0.028950186477604223	10	366	3	97	28	94	0.02783250723842344	0.031583614012595136	0.3795814754158887
451	Cre05.g242100	2	"[1990,16,20,6,5,6,3,5,4,1,0,0,0,0,0,0,0,0,0]"	"[688,15,15,10,3,6,4,2,3,0,0,0,0,0,0,0,0,0,0]"	0.00907276010274408	0.021246210727365118	254	1927	77	372	219	690	0.14495935574563018	0.24220806331512068	0.41267969423015044
452	g15092	19	"[3375,64,41,26,11,12,5,2,7,6,0,0,0,0,0,0,0,0,0]"	"[1027,69,51,25,21,11,13,9,9,4,0,0,0,0,0,0,0,0,0]"	0.012018482606717902	0.044807376811364846	536	3648	159	698	457	1325	0.1635297295470254	0.2715078591464091	0.4619649219072384
453	Cre13.g572700	2	"[2664,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[616,43,20,8,12,3,7,4,2,0,0,0,0,0,0,0,0,0,0]"	0.00030866919481435754	0.03263403263403263	60	2715	41	669	108	737	0.022431578544429863	0.06393479334488611	0.16304511989370835
454	Cre16.g653850	2	"[175,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]"	"[35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.004024962150585282	0.016511867905056758	5	124	7	38	8	25	0.04144700900628706	0.2113883641057408	0.41721599838206114
455	Cre02.g141600	236	"[1446,12,4,10,5,1,6,1,0,1,0,0,0,0,0,0,0,0,0]"	"[475,12,4,15,8,2,3,2,1,1,0,0,0,0,0,0,0,0,0]"	0.007551966502168387	0.02644371961659106	282	1569	60	316	205	558	0.20547549797633735	0.21893280642097657	0.5047800429456382
456	Cre13.g588250	103	"[1267,12,3,1,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0]"	"[395,20,5,9,5,9,4,8,5,1,0,0,0,0,0,0,0,0,0]"	0.0058899235369823605	0.04473083521188664	440	776	95	144	183	268	1.0579825425976326	1.5878864022470123	1.809699862622184
457	Cre17.g741550	5	"[1857,27,4,4,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0]"	"[491,24,8,4,7,5,4,3,7,0,0,0,0,0,0,0,0,0,0]"	0.0044685242518059855	0.031202354359465303	110	1625	61	419	142	473	0.07094436651620079	0.16185877825617306	0.38347166144000133
458	Cre10.g438300	1	"[1093,7,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	"[312,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"	0.004345585307002131	0.00875457216525754	326	1173	96	287	141	334	0.3471933411317618	0.4429335101545423	0.6206507784512729
