number,reinhardtii_gene,Gene_name,diff_0,total_0,JC_distance_0,diff_2,total_2,JC_distance_2,diff_4,total_4,JC_distance_4,SFS0,SFS0_theta_pi,SFS4,SFS4_theta_pi,connectivity,max_connectivity,sum_connectivity
692,Cre02_g117500_t1_2|PACid:26900019,Cre02.g117500,31,441,0.073810507,11,107,0.110567713,35,135,0.318117931,"[1129, 6, 1, 1, 1, 5, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005807835,"[339, 12, 2, 1, 0, 5, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019804817,"[['188', '5'], ['868', '5'], ['867', '5'], ['869', '5'], ['866', '5'], ['189', '5'], ['1395', '5'], ['1396', '5']]",5,40
714,Cre07_g354200_t1_2|PACid:26889190,Cre07.g354200,9,467,0.019523879,8,92,0.09242448,35,135,0.318117931,"[654, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00191417,"[164, 0, 10, 0, 1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028852056,"[['873', '6'], ['871', '6']]",6,12
581,Cre17_g711250_t1_2|PACid:26897450,Cre17.g711250,41,569,0.075756653,10,109,0.097858466,51,197,0.317543493,"[558, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002762976,"[170, 2, 0, 6, 7, 2, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.047762695,"[['2022', '2'], ['1781', '2'], ['1946', '2'], ['1961', '2'], ['1861', '2'], ['2099', '2']]",2,12
668,Cre04_g214100_t1_2|PACid:26906056,Cre04.g214100,3,99,0.030932219,3,20,0.167357663,8,31,0.316294222,"[355, 5, 3, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009644075,"[112, 3, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02164363,"[['498', '3']]",3,3
506,Cre03_g200250_t1_2|PACid:26901437,Cre03.g200250,11,670,0.016600275,9,146,0.064325116,53,206,0.315101473,"[660, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002309696,"[182, 1, 3, 7, 1, 3, 6, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.042800939,"[['826', '3']]",3,3
135,Cre17_g700950_t1_2|PACid:26896373,Cre17.g700950,5,255,0.019868712,4,61,0.068619255,19,74,0.31430307,"[257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[65, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019063181,"[['1160', '8'], ['1239', '8'], ['1140', '8'], ['1238', '8'], ['953', '8'], ['1149', '8'], ['1351', '6'], ['1150', '8'], ['1213', '8'], ['1144', '8'], ['1146', '8'], ['1156', '8'], ['1235', '8'], ['1209', '8'], ['1517', '8'], ['1203', '8'], ['1207', '8'], ['1159', '8'], ['679', '6'], ['1204', '8'], ['1201', '8'], ['1202', '8'], ['943', '8'], ['1147', '8'], ['952', '8'], ['955', '8'], ['1212', '8'], ['1516', '8'], ['1236', '8'], ['1141', '8'], ['1143', '8'], ['1037', '8'], ['1240', '8'], ['1206', '8'], ['1145', '8'], ['1136', '8'], ['1151', '8'], ['1137', '8'], ['1215', '8'], ['1138', '8'], ['1205', '8'], ['1038', '8'], ['1158', '8'], ['1157', '8'], ['1216', '8'], ['1161', '8'], ['1208', '8'], ['954', '8'], ['942', '8'], ['1142', '8'], ['1152', '8'], ['1155', '8'], ['1214', '8'], ['251', '4'], ['1210', '8'], ['252', '7'], ['1237', '8'], ['1139', '8'], ['1135', '8'], ['1148', '8'], ['1211', '8']]",8,479
11,Cre05_g240000_t1_2|PACid:26897836,Cre05.g240000,29,626,0.04781839,19,135,0.155871987,48,187,0.314193196,"[532, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003688485,"[133, 7, 9, 4, 5, 1, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.058154185,"[['1124', '4'], ['1125', '4'], ['1131', '4'], ['1121', '4'], ['1119', '4'], ['1127', '4'], ['1132', '4'], ['1129', '4'], ['1123', '4']]",4,36
699,Cre14_g615050_t1_2|PACid:26891256,Cre14.g615050,14,596,0.02386565,17,155,0.118575844,41,160,0.313532918,"[591, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003339136,"[137, 8, 3, 1, 3, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.042197712,"[['1475', '5'], ['1476', '5'], ['1477', '5'], ['1479', '5'], ['1478', '5'], ['1480', '5'], ['1656', '5']]",5,35
639,Cre06_g260450_t1_2|PACid:26893926,Cre06.g260450,34,1048,0.033165351,12,174,0.0723452,84,328,0.313301401,"[1088, 1, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001326307,"[299, 9, 7, 3, 6, 4, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.039061899,"[['2087', '4']]",4,4
237,Cre12_g560200_t1_2|PACid:26906736,Cre12.g560200,5,159,0.032124825,5,41,0.133091525,11,43,0.312870861,"[276, 3, 3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009164039,"[64, 3, 1, 2, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05466429,"[['1761', '5']]",5,5
33,Cre17_g708800_t1_3|PACid:26896227,Cre17.g708800,36,824,0.045013507,29,202,0.159355946,70,274,0.312355795,"[928, 2, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002090105,"[275, 8, 9, 4, 1, 0, 7, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034767025,"[['1346', '7']]",7,7
93,Cre12_g525650_t1_2|PACid:26906807,Cre12.g525650,42,893,0.048571883,18,187,0.103018812,74,290,0.311897861,"[894, 3, 5, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004981141,"[259, 11, 7, 2, 1, 1, 2, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031354581,"[['211', '6']]",6,6
248,Cre01_g026250_t1_2|PACid:26903493,Cre01.g026250,129,1341,0.102950191,41,312,0.144473195,100,392,0.311791206,"[1246, 7, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002635128,"[310, 13, 5, 1, 4, 6, 3, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.035070028,"[['1364', '4'], ['1233', '4'], ['1229', '4'], ['1234', '4'], ['1223', '4'], ['1228', '4'], ['1373', '4'], ['1220', '4'], ['1232', '4'], ['1371', '4'], ['1368', '4'], ['1224', '4'], ['1225', '4'], ['1219', '4'], ['1378', '4'], ['1230', '4'], ['1372', '4'], ['1222', '4'], ['1382', '4'], ['1370', '4'], ['1231', '4'], ['1374', '4'], ['1227', '4'], ['1226', '4'], ['1221', '4']]",4,100
329,Cre05_g232200_t1_2|PACid:26897847,Cre05.g232200,58,1374,0.043446994,40,311,0.141094614,110,432,0.311075626,"[1385, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.039230851,"[371, 13, 16, 11, 6, 6, 1, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0] 8.016674683341349e-05",,"[['626', '5']]",5,5
710,Cre06_g306350_t1_2|PACid:26894149,Cre06.g306350,16,375,0.043928382,1,69,0.014634611,29,114,0.310706803,"[374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[111, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0047429,"[['1160', '8'], ['1239', '8'], ['1140', '8'], ['1238', '8'], ['953', '8'], ['1149', '8'], ['1351', '6'], ['1150', '8'], ['1213', '8'], ['1144', '8'], ['1146', '8'], ['1156', '8'], ['1235', '8'], ['1209', '8'], ['1517', '8'], ['1203', '8'], ['1207', '8'], ['1159', '8'], ['679', '6'], ['1204', '8'], ['1201', '8'], ['1202', '8'], ['943', '8'], ['1147', '8'], ['952', '8'], ['955', '8'], ['1212', '8'], ['1516', '8'], ['1236', '8'], ['1141', '8'], ['1143', '8'], ['1037', '8'], ['1240', '8'], ['1206', '8'], ['1145', '8'], ['1136', '8'], ['1151', '8'], ['1137', '8'], ['1215', '8'], ['1138', '8'], ['1205', '8'], ['1038', '8'], ['1158', '8'], ['1157', '8'], ['1216', '8'], ['1161', '8'], ['1208', '8'], ['954', '8'], ['942', '8'], ['1142', '8'], ['1152', '8'], ['1155', '8'], ['1214', '8'], ['251', '4'], ['1210', '8'], ['252', '7'], ['1237', '8'], ['1139', '8'], ['1135', '8'], ['1148', '8'], ['1211', '8']]",8,479
279,Cre13_g570550_t1_2|PACid:26899156,Cre13.g570550,29,541,0.055616527,25,136,0.210875544,44,173,0.310630077,"[614, 1, 3, 1, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005783007,"[173, 4, 3, 2, 4, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028402286,"[['331', '5'], ['339', '5']]",5,10
727,Cre02_g117200_t1_2|PACid:26900745,Cre02.g117200,79,1051,0.079205419,35,237,0.164462415,81,319,0.309999727,"[1185, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002063695,"[340, 16, 2, 4, 3, 0, 4, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022604216,"[['1375', '4']]",4,4
526,Cre02_g109550_t1_2|PACid:26900385,Cre02.g109550,19,727,0.026601015,21,172,0.133260883,57,225,0.309115572,"[728, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0016072,"[198, 7, 1, 6, 4, 2, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033764178,"[['886', '5']]",5,5
412,Cre10_g459900_t1_3|PACid:26904767,Cre10.g459900,28,607,0.047608047,19,146,0.142931024,40,158,0.308860752,"[722, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002994522,"[161, 10, 1, 4, 3, 3, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.041996941,"[['649', '6']]",6,6
459,Cre06_g251500_t1_2|PACid:26893181,Cre06.g251500,13,610,0.021620122,13,157,0.087740381,42,166,0.308630567,"[383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[97, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008201974,"[['1721', '5']]",5,5
150,Cre17_g704850_t1_2|PACid:26897160,Cre17.g704850,6,354,0.017143604,6,85,0.074134376,23,91,0.308231073,"[357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[89, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004453063,"[['444', '4'], ['401', '5']]",5,9
205,Cre02_g094300_t1_2|PACid:26900775,Cre02.g094300,17,987,0.017424767,29,242,0.130568293,72,285,0.308056624,"[1061, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001022007,"[274, 13, 1, 0, 7, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027900996,"[['1590', '4']]",4,4
255,Cre12_g534350_t1_2|PACid:26906432,Cre12.g534350,58,657,0.093923095,20,160,0.136741168,48,190,0.308056624,"[613, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002802631,"[157, 8, 1, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018652295,"[['1635', '5'], ['1636', '5']]",5,10
691,Cre02_g088250_t1_2|PACid:26900697,Cre02.g088250,10,313,0.032649334,11,73,0.168214317,26,103,0.307748473,"[1207, 18, 3, 1, 2, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004561933,"[375, 24, 20, 5, 5, 2, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034109012,"[['1487', '4']]",4,4
510,Cre03_g155200_t1_3|PACid:26902644,Cre03.g155200,16,566,0.028815069,19,141,0.148535549,43,171,0.306295026,"[656, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00048672,"[186, 7, 1, 0, 5, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.026685796,"[['583', '2']]",2,2
465,Cre06_g268750_t1_2|PACid:26893566,Cre06.g268750,33,1249,0.026897748,21,277,0.079923457,92,366,0.306150816,"[1223, 0, 0, 2, 1, 1, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004387288,"[315, 8, 0, 7, 12, 1, 5, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.044040272,"[['1622', '5']]",5,5
9,Cre06_g311600_t1_2|PACid:26894734,Cre06.g311600,27,752,0.036792118,14,174,0.085111465,68,272,0.304098831,"[788, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000265083,"[269, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00496732,"[['231', '5'], ['232', '5']]",5,10
60,Cre08_g381800_t1_3|PACid:26888600,Cre08.g381800,31,381,0.086125973,16,103,0.1740623,28,112,0.304098831,"[365, 3, 2, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007895425,"[91, 3, 4, 2, 0, 3, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.055885351,"[['1681', '2']]",2,2
316,Cre06_g295250_t1_3|PACid:26894121,Cre06.g295250,4,399,0.010092667,12,86,0.154389041,35,140,0.304098831,"[571, 7, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003649799,"[191, 2, 4, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.014463211,"[['727', '5']]",5,5
396,Cre16_g690050_t1_2|PACid:26892133,Cre16.g690050,43,621,0.072651016,11,127,0.092037334,47,188,0.304098831,"[620, 3, 0, 0, 1, 3, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007795641,"[162, 8, 8, 0, 1, 3, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040114811,"[['514', '3'], ['515', '3']]",3,6
626,Cre12_g557700_t1_2|PACid:26907134,Cre12.g557700,26,537,0.050050638,12,115,0.112359209,43,172,0.304098831,"[511, 2, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004239534,"[142, 4, 7, 4, 3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.04016637,"[['267', '5']]",5,5
356,Cre01_g049600_t1_2|PACid:26903443,Cre01.g049600,58,750,0.081617471,27,181,0.166322467,57,229,0.302463062,"[742, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000852133,"[218, 2, 0, 1, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022279057,"[['632', '6']]",6,6
34,Cre16_g672650_t1_2|PACid:26892632,Cre16.g672650,60,590,0.109283858,9,116,0.081899469,44,177,0.301983174,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002726653,"[['1837', '4'], ['1853', '4'], ['1851', '4'], ['1902', '4'], ['1838', '4'], ['1839', '4'], ['1852', '4'], ['1850', '4'], ['1901', '4'], ['1887', '4']]",4,40
117,Cre09_g393400_t1_2|PACid:26896024,Cre09.g393400,19,585,0.033202859,13,131,0.106445351,38,153,0.301651847,"[664, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001256158,"[163, 4, 3, 2, 0, 5, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02966594,"[['1663', '5'], ['1664', '5']]",5,10
7,Cre12_g495300_t1_2|PACid:26907575,Cre12.g495300,18,496,0.037197706,13,134,0.103889201,37,149,0.301586266,"[579, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00151347,"[152, 6, 1, 4, 4, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.032565073,"[['796', '2'], ['795', '2']]",2,4
204,Cre08_g360100_t1_2|PACid:26888436,Cre08.g360100,20,732,0.027832507,16,124,0.141595553,62,250,0.301104815,"[1018, 11, 6, 3, 2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005778429,"[311, 12, 9, 10, 4, 3, 1, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03628641,"[['128', '5'], ['127', '5']]",5,10
344,Cre06_g256750_t1_2|PACid:26893645,Cre06.g256750,47,771,0.063580186,17,182,0.099756182,57,230,0.30084503,"[764, 0, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002835073,"[212, 0, 2, 3, 5, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022413095,"[['1490', '5'], ['1496', '5'], ['1494', '5'], ['1492', '5'], ['1495', '5'], ['1491', '5'], ['1497', '5'], ['1489', '5'], ['1493', '5']]",5,45
254,Cre01_g032700_t1_2|PACid:26903825,Cre01.g032700,25,675,0.0379828,20,154,0.142608212,51,206,0.300466863,"[727, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001074402,"[206, 8, 4, 3, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019346405,"[['188', '5'], ['868', '5'], ['867', '5'], ['869', '5'], ['866', '5'], ['189', '5'], ['1395', '5'], ['1396', '5']]",5,40
558,Cre03_g198850_t1_2|PACid:26902744,Cre03.g198850,26,484,0.055739928,11,106,0.111692457,39,158,0.299366954,"[383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[117, 4, 4, 2, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031837988,"[['554', '5'], ['552', '5']]",5,10
25,Cre01_g021250_t1_3|PACid:26903969,Cre01.g021250,55,1030,0.055394296,23,225,0.109894128,74,300,0.299115424,"[960, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000604677,"[244, 7, 0, 4, 1, 5, 2, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031416284,"[['1731', '3']]",3,3
457,Cre17_g707300_t1_2|PACid:26897321,Cre17.g707300,45,758,0.061848212,27,179,0.168405882,52,211,0.29878594,"[756, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00275695,"[198, 3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009724985,"[['985', '4'], ['984', '4'], ['980', '4'], ['981', '4'], ['976', '4'], ['977', '4'], ['983', '4'], ['987', '4'], ['975', '4'], ['982', '4'], ['979', '4'], ['978', '4'], ['986', '4']]",4,52
277,Cre12_g486300_t1_2|PACid:26907944,Cre12.g486300,4,180,0.022558091,1,35,0.029129875,16,65,0.298351677,"[379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[134, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.014153383,"[['553', '6'], ['555', '6'], ['539', '2']]",6,14
213,Cre12_g489050_t1_2|PACid:26907536,Cre12.g489050,6,565,0.010695368,15,106,0.156818848,46,187,0.298106789,"[736, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001512378,"[232, 5, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012234646,"[['969', '5'], ['971', '5'], ['970', '5'], ['972', '5']]",5,20
146,Cre01_g053000_t1_2|PACid:26903323,Cre01.g053000,90,1412,0.0666118,37,294,0.137762271,102,415,0.297800054,"[1409, 3, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001511841,"[390, 8, 6, 7, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012280618,"[['964', '5']]",5,5
2,Cre16_g675850_t1_2|PACid:26892553,Cre16.g675850,124,1705,0.076499376,49,365,0.147919956,145,590,0.29776968,"[1583, 4, 12, 6, 6, 1, 6, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00752319,"[451, 18, 21, 13, 12, 9, 11, 10, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.059414483,"[['1716', '4']]",4,4
381,Cre12_g518950_t1_2|PACid:26907321,Cre12.g518950,21,617,0.03483213,23,145,0.178211688,43,175,0.297697654,"[615, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002856842,"[160, 1, 0, 1, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027909248,"[['857', '2'], ['858', '2'], ['859', '2']]",2,6
631,Cre08_g377100_t1_2|PACid:26888709,Cre08.g377100,41,556,0.077622809,21,131,0.180351251,43,175,0.297697654,"[479, 1, 1, 2, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007899274,"[135, 5, 2, 1, 5, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02956326,"[['435', '4'], ['440', '3'], ['436', '4'], ['437', '4'], ['439', '3'], ['438', '3']]",4,21
570,Cre10_g466500_t1_2|PACid:26904798,Cre10.g466500,9,387,0.023624,12,90,0.146808433,28,114,0.297548571,"[383, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000289352,"[109, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008714597,"[['262', '3']]",3,3
535,Cre13_g568600_t1_3|PACid:26899227,Cre13.g568600,95,1289,0.077577934,50,304,0.185671559,106,432,0.29718634,"[1263, 6, 4, 7, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004158777,"[349, 5, 17, 24, 5, 10, 3, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.055199331,"[['772', '4'], ['774', '5']]",5,9
605,Cre01_g011100_t1_2|PACid:26904173,Cre01.g011100,34,1263,0.027415038,26,325,0.084596621,78,318,0.297056526,"[1327, 6, 4, 1, 1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003443044,"[307, 9, 2, 7, 4, 1, 1, 4, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030834295,"[['1704', '2']]",2,2
260,Cre07_g337650_t1_2|PACid:26888895,Cre07.g337650,22,799,0.028052569,2,169,0.011928681,49,200,0.296636083,"[793, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00124964,"[172, 2, 7, 0, 1, 0, 4, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.04174247,"[['851', '4'], ['853', '5']]",5,9
62,Cre12_g489700_t1_2|PACid:26907254,Cre12.g489700,10,710,0.014218435,7,173,0.041594817,48,196,0.296484552,"[706, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000867767,"[183, 7, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012836062,"[['1728', '4'], ['1726', '4'], ['1727', '4']]",4,12
486,Cre09_g393900_t1_2|PACid:26895570,Cre09.g393900,42,725,0.060290696,17,154,0.119410486,56,229,0.295955429,"[868, 2, 0, 1, 1, 2, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006016633,"[260, 3, 0, 7, 0, 1, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020811213,"[['224', '6']]",6,6
495,Cre15_g637761_t1_2|PACid:26898156,Cre15.g637761,49,1111,0.045454403,22,264,0.088337277,88,360,0.295811454,"[1288, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000698112,"[346, 20, 8, 3, 6, 9, 4, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040432054,"[['1950', '7']]",7,7
497,Cre10_g431800_t1_2|PACid:26904622,Cre10.g431800,42,1125,0.038294553,26,266,0.104727478,73,299,0.295370553,"[1232, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001077006,"[309, 9, 7, 3, 3, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.024452134,"[['170', '5']]",5,5
138,Cre04_g226150_t1_3|PACid:26906004,Cre04.g226150,86,1176,0.076944653,44,247,0.203381171,88,361,0.29480759,"[1146, 4, 3, 3, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002960632,"[309, 14, 9, 3, 4, 3, 3, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030245145,"[['1912', '4'], ['2152', '4']]",4,8
143,Cre06_g309000_t1_2|PACid:26894060,Cre06.g309000,26,672,0.039724152,10,104,0.102900841,54,222,0.294031566,"[664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[210, 5, 4, 0, 3, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019897044,"[['2116', '4']]",4,4
